ID,"input word",pronounce,part-of-speech,translation,synonyms,alt-synonyms
39570,"dearly loved",,,"drága szeretettel",,
39571,dearly-won,,,"drágán kivívott",,
39572,dearness,,noun,drágaság,endearment|delicacy|fondness,gyengédség
39573,deary,,noun,kicsikém,,
39574,"death chair",,,"halál szék",,
39575,"death knell",,,halálharang,,
39576,"death march",,noun,halálmenet,,
39577,"death notice",,,"halálos értesítés",,
39578,"death roll",,noun,"halottak névsora",,
39579,"death song",,,"halál dal",,
39580,"death stroke",,,halálütés,,
39581,"death warrant",,noun,"halálos ítélet","death sentence","kivégzési parancs"
39582,deathblow,,noun,"halálos csapás","death blow|death blow","halálos ütés"
39583,death-blow,,noun,"halálos csapás","death blow|death blow","halálos ütés"
39584,death-dealing,,,halál-kereskedelem,,
39585,deathed,,,deathed,,
39586,deathlessly,,,deathlessly,,
39587,deathlessness,,,deathlessness,,
39588,deathlike,,adjective,halálszerű,deathly,
39589,"deathlike state",,,"halálos állapot",,
39590,"death's head",,,"halál feje",,
39591,death-struck,,,"halál sújtotta",,
39592,deathtrap,,noun,"halál csapda","death trap","életveszélyes hely"
39593,deathward,,,deathward,,
39594,deb,,noun,"első bálozó",debutante,
39595,debarkation,,noun,partraszállás,landing|disembarkation|debarkment|discharge,kihajózás
39596,debarking,dēˈbärk,verb,kéregtelenítési,land|debark,"partra szállít"
39597,debarment,,,kizárási,,
39598,debarred,,verb,zárnak,"exclude|debar|shut out|keep out|turn off|mew|occlude|close|shut off|debar",kirekeszt|elzár
39599,debarring,dēˈbär,verb,kirekesztő,"exclude|debar|shut out|keep out|turn off|mew|occlude|close|shut off|debar",kirekeszt|elzár
39600,"debase yourself",,,"öntsd le magad",,
39601,debasely,,,debasely,,
39602,debaser,,,Debaser,,
39603,debasing,,verb,bázis-,debase|mortify|fake|adulterate|falsify|counterfeit|debase|cook,lealáz|hamisít
39604,debatably,,,debatably,,
39605,"debate with",,,vita,,
39606,debateable,,,vitatható,,
39607,debated,,verb,vitatott,argue|dispute|debate|quarrel|wrangle|contend,vitatkozik
39608,"debater polemic","debater polemits",,"debater polemikus",,
39609,debating,,verb,vitatjuk,argue|dispute|debate|quarrel|wrangle|contend,vitatkozik
39610,debauchedly,,,debauchedly,,
39611,debauching,diˈbôCH,verb,debauching,debauch,kicsapong
39612,debauchment,,,debauchment,,
39613,debenture,diˈbenCHər,noun,adóslevél,obligation,
39614,debile,,,hülyék,,
39615,debilitating,diˈbiliˌtātiNG,verb,gyengítő,debilitate,elgyöngít
39616,debilitative,,,debilitative,,
39617,"debit entry",,,"betéti bejegyzés",,
39618,debits,,noun,terhelések,debit|obligation|debit,tartozás|tartozás-oldal
39619,debit-side,,,"terhelési oldali",,
39620,debonaire,,,Debonaire,,
39621,debonairly,,,debonairly,,
39622,debone,dēˈbōn,,debone,,
39623,deboned,dēˈbōn,,kicsontozott,,
39624,debonnaire,,,debonnaire,,
39625,debouch,"-ˈbo͞oSH,diˈbouCH",verb,beömlik,"flow in to",
39626,debouche,,,debouche,,
39627,debrief,dēˈbrēf,verb,kikérdez,interrogate|question,
39628,debriefed,dēˈbrēf,verb,debriefed,interrogate|debrief|question,kikérdez
39629,debriefing,,noun,kikérdezés,questioning|interrogation|query,"repülés utáni tájékoztatás"
39630,"debt slave",,,adósságszolga,,
39631,debtor,ˈdetər,noun,adós,owe,
39632,debts,,noun,tartozások,debt|indebtedness,adósság
39633,debugger,dēˈbəgər,,debugger,,
39634,debunked,,verb,debunked,unveil|unmask|inaugurate|detect|debunk|identify|debunk,"leleplez|nimbuszt megsemmisít"
39635,debunker,,,leleplező,,
39636,debunking,,verb,leleplezése,unveil|unmask|inaugurate|detect|debunk|identify|debunk,"leleplez|nimbuszt megsemmisít"
39637,debut,dāˈbyo͞o,noun,bemutatkozás,introduction|start|beginning|onset|commencement|initiative,kezdet
39638,debutant,"ˈdebyo͝oˌtänt,ˈdebyə-",noun,kezdő,beginner|recruit,
39639,debutante,"ˈdebyo͝oˌtänt,ˈdebyə-",noun,"első bálozó",deb,
39640,decade,ˈdekād,noun,évtized,,tized
39641,decades,,noun,évtizedekben,decade|decade,évtized|tized
39642,decaf,ˈdēˌkaf,noun,"koffeinmentes kávé","decaffeinated coffee",
39643,decagon,ˈdekəˌgän,noun,"tíz szög",,
39644,decaliter,ˈdekəˌlētər,noun,"tíz liter",decalitre,
39645,decameter,ˈdekəˌmētər,noun,"tíz méter",decametre,
39646,decametre,,,"tíz méter",,
39647,decamp,diˈkamp,verb,"tábort bont",,"felszedi a sátorfáját"
39648,decamped,diˈkamp,verb,decamped,decamp|decamp,"tábort bont|felszedi a sátorfáját"
39649,"decanal side",,,"dekanális oldal",,
39650,decant,diˈkant,verb,"bort lefejt",,áttölt
39651,decanter,diˈkantər,noun,borospalack,,borosüveg
39652,decanting,,verb,ülepítés,decant|decant,"áttölt|bort lefejt"
39653,decapitating,diˈkapiˌtāt,verb,decapitating,behead|decapitate|obtruncate|decapitate|behead|guillotine|neck|decollate,lefejez|lenyakaz
39654,decapitation,,noun,lefejezés,beheading|decollation,lenyakazás
39655,decarnate,,,decarnate,,
39656,decasyllabic,ˌdekəsiˈlabik,adjective,"tíz szótagú",,
39657,"deceased person",,,"elhunyt személy",,
39658,deceasing,diˈsēs,verb,deceasing,"die|decease|pass out|expire",meghal
39659,decedent,diˈsēdnt,,decedent,,
39660,"decedent's estate",,,"bűnözői birtok",,
39661,deceiter,,,deceiter,,
39662,deceitfully,,,csalárdul,,
39663,deceivability,,,deceivability,,
39664,deceivable,,,deceivable,,
39665,"deceive oneself",,,"becsapja magát",,
39666,deceived,,verb,megtévesztette,"mislead|deceive|slam|hocus|cheat|delude|hoodwink|dupe|cheat|diddle|bluff|take in",becsap|rászed
39667,deceiver,,noun,gazember,rogue|villain|bastard|scoundrel|rascal,
39668,decelerated,dēˈseləˌrāt,verb,lassult,"slow|slow down|delay|decelerate|slacken|ease up|slow down|decelerate|slack up",lassít|lelassít
39669,"december eve",,,"december előestéjén",,
39670,"december song",,,"decemberi dal",,
39671,decemvir,,,tíz,,
39672,decemvirate,,,decernvirate,,
39673,decennary,,,"tíz év",,
39674,decennium,,,évtized,,
39675,"decent guy",,,"tisztességes srác",,
39676,"decent man",,,"tisztességes ember",,
39677,decentness,,,decentness,,
39678,decentralisation,,noun,decentralizálás,decentralization|break-up|allocation|distribution|decentralization|disposition,szétosztás
39679,decentralization,,noun,decentralizálás,break-up|allocation|distribution|disposition,szétosztás
39680,deceptively,diˈseptivlē,,megtévesztően,,
39681,decession,,,decession,,
39682,decidable,,,eldönthető,,
39683,"decide on",,,dönt,,
39684,"decide upon",,,dönt,,
39685,"decided upon",,,határozott,,
39686,decidedly,diˈsīdidlē,adverb,határozottan,firmly,
39687,decider,,,döntő,,
39688,"deciding factor",,,"döntő tényező",,
39689,"deciding moment",,,"döntő pillanat",,
39690,decidingly,,,decidingly,,
39691,decimal,ˈdes(ə)məl,adjective,decimális,,tízes
39692,"decimal system",,,"tizedes rendszer",,
39693,decimating,ˈdesəˌmāt,verb,tizedeli,decimate|decimate,tizedel|megtizedel
39694,decimator,,,decimátorként,,
39695,decimeter,ˈdesəˌmētər,noun,deciméter,decimetre,
39696,decipherability,,,decipherability,,
39697,decipherable,,adjective,megfejtendő,,
39698,deciphered,,verb,megfejtette,solve|unscramble|decode|decipher|unriddle|translate,megfejt
39699,decipherer,,,decipherer,,
39700,deciphering,,verb,megfejtése,solve|unscramble|decode|decipher|unriddle|translate,megfejt
39701,decipherment,,noun,megfejtés,decoding|interpretation|decipher,
39702,"decision maker",,,döntéshozó,,
39703,"decision making",,,Döntéshozatal,,
39704,"decision time",,,"döntési idő",,
39705,"decisive battle",,noun,"döntő ütközet","general engagement",
39706,"decisive factor",,,"meghatározó tényező",,
39707,"decisive moment",,,"döntő pillanatban",,
39708,"decisive point",,,"döntő pont",,
39709,decisively,,adverb,döntően,,
39710,"deck hand",ˈdekˌhand,noun,"fedélzeti matróz",deckhand,
39711,"deck of cigarettes",,,cigarettafedélzet,,
39712,"deck out",,,fedélzetre,,
39713,"deck up",,,fedélzetre,,
39714,decked,,verb,feldíszített,decorate|garnish|embellish|ornament|adorn|ornate|deck|decorate,díszít|ékesít
39715,decker,,,Decker,,
39716,deckhand,ˈdekˌhand,noun,"fedélzeti matróz",,
39717,deck-hand,,noun,"fedélzeti matróz",deckhand,
39718,decking,ˈdekiNG,noun,deszkázat,,
39719,declaimer,,,declaimer,,
39720,declaiming,diˈklām,verb,declaiming,"recite|declaim|hold forth|orate|hold forth|declaim|speechify",szaval|szónokol
39721,declamatorily,,,declamatorily,,
39722,declamatory,,adjective,szavaló,,
39723,declarative,"-ˈklar-,diˈkle(ə)rətiv",adjective,kinyilatkoztató,,
39724,"declarative mood",,,"deklaratív hangulat",,
39725,declaratory,,adjective,kijelentő,,
39726,"declare illegal",,,"jogellenesnek nyilvánítsa",,
39727,declared,,adjective,bevallott,open|overt|outright|frank|straight,nyílt
39728,declaredly,,,deklaráltan,,
39729,declarer,diˈkle(ə)rər,noun,bemondó,announcer|caller,
39730,declaring,,verb,nyilvánító,say|declare|state|assert|enunciate|pronounce|claim|state|submit|posit|contend|declare|declare,kijelent|állít|vámol
39731,declass,dēˈklas,,declass,,
39732,declass??,dēˈklas,,"declass ??",,
39733,declasse,,,deklasszál,,
39734,declassed,,,megfosztottak,,
39735,"decline in quality",,,"a minőség csökkenése",,
39736,"decline of day",,,"a nap csökkenése",,
39737,"decline of life",,,"az élet visszaesése",,
39738,decliner,,,decliner,,
39739,"declining years",,,"csökkenő évek",,
39740,declivities,diˈklivitē,noun,declivities,declivity,lanka
39741,declivitous,,,lankás,,
39742,"declivity of hill",,,dombság,,
39743,declivous,,,lankás,,
39744,declutter,ˈdēklətər,,"rendcsinálás, lomtalanítás",,
39745,decoagulate,,,decoagulate,,
39746,decoct,,,főzet,,
39747,decocted,diˈkäkt,verb,Dekokciós,pan|decoct,lepárol
39748,decoction,diˈkäkSHən,noun,főzet,potion|concoction|infusion|mixture,
39749,decodable,,,dekódolható,,
39750,decoder,diˈkōdər,,dekóder,,
39751,decodes,diˈkōd,verb,dekódolja,decode|solve|unscramble|decode|decipher|unriddle|translate,dekódol|megfejt
39752,decoding,,noun,dekódolás,interpretation|decipherment|decipher,megfejtés
39753,decollate,,,felszáll,,
39754,decollation,,,lenyakazás,,
39755,decollete,,,dekoltázs,,
39756,decolor,,verb,színtelenít,bleach|decolorate|decolorize|decolour|blanch|bleach|whiten|decolorate|decolorize|blench|decolorate|decolorize|decolour,fehérít|elhalványít
39757,decolorise,,,derítés,,
39758,decolorized,,verb,színtelenített,bleach|decolorate|decolorize|decolour|decolor|blanch|bleach|whiten|decolorate|decolorize|decolour|blench|decolorate|decolorize|decolour|decolor,színtelenít|fehérít|elhalványít
39759,decolour,,verb,színtelenít,bleach|decolorate|decolorize|decolor|blanch|bleach|whiten|decolorate|decolorize|blench|decolorate|decolorize|decolor,fehérít|elhalványít
39760,decolourise,,,elszíntelenítjük,,
39761,decolourize,,,színtelenítsük,,
39762,decommission,ˌdēkəˈmiSHən,,leszerelésére,,
39763,decomposable,,,lebontható,,
39764,decomposer,ˌdēkəmˈpōzər,,bontó,,
39765,decomposing,,verb,bomló,decompose|disintegrate|unfold|decompose,szétbomlik|szétbont
39766,decompound,,,decompound,,
39767,decompressed,ˌdēkəmˈpres,verb,tömörítésmentesített,decompress,"nyomást csökkent"
39768,decompresses,ˌdēkəmˈpres,verb,bontja,decompress,"nyomást csökkent"
39769,decompressing,ˌdēkəmˈpres,verb,kicsomagoláskor,decompress,"nyomást csökkent"
39770,de-compression,,,de-kompressziós,,
39771,deconstructionism,,,deconstructionism,,
39772,decontaminant,,,mentesítő,,
39773,decontaminate,ˌdēkənˈtaməˌnāt,verb,fertőtlenít,disinfect,sugárzásmentesít
39774,decontaminated,ˌdēkənˈtaməˌnāt,verb,fertőtlenítették,disinfect|decontaminate|decontaminate,fertőtlenít|sugárzásmentesít
39775,decontamination,,noun,fertőtlenítés,disinfection|disinfecting|fumigation|asepsis,"mentesítés|szennyezés eltávolítása|sugárfertőtlenítés"
39776,decontaminator,,,decontaminator,,
39777,"decorate a cake",,,"díszítsen egy tortát",,
39778,decorated,,adjective,díszített,,kitüntetett
39779,decorating,,verb,díszítő,decorate|garnish|embellish|ornament|adorn|ornate|paint|decorate|deck|decorate,díszít|fest|ékesít
39780,decorations,,noun,dekoráció,decoration|adornment|decoration|adornment|ornament|ornamentation|embellishment|fancywork|decoration|ornament|parade|fallals|honor|award|medal|decoration|honour,díszítés|dísz|kitüntetés
39781,"decorative fixture",,,"dekoratív szerelvény",,
39782,decoratively,,,dekoratív,,
39783,decorativeness,,,dekorativitás,,
39784,decorator,ˈdekəˌrātər,noun,díszlettervező,"stage designer|scene-designer|painter|limner",festő
39785,decorously,,,illedelmesen,,
39786,decorousness,,,decorousness,,
39787,decorticate,,,kagylós,,
39788,decortication,dēˌkôrtiˈkāSHən,,hántoláson,,
39789,decorticator,,,hámozott,,
39790,decoupling,,,függetlenítés,,
39791,"decoy duck",,noun,"csaló kacsa",decoy-duck,"beugrató ügynök"
39792,decoyer,,,decoyer,,
39793,decoying,,verb,hatástalanítása,decoy|trap|entrap|trap|entrap|ambush|decoy,"tőrbe csal|csapdába ejt"
39794,"decrease the volume",,,"csökkentse a hangerőt",,
39795,decreased,,verb,csökkent,decrease|reduce|diminish|lower|cut|mitigate|reduce|decrease,apaszt
39796,decreases,,noun,csökken,decrease|reduction|attenuation|reduce|diminution|shrinking|wane|ullage|decrease,csökkenés|apadás
39797,decreasing,,adjective,csökkenő,diminishing|shrinking|regressive|decrescent,
39798,"decree nisi",,,egyesek,,
39799,decreed,,verb,elrendelte,decree|ordain|order|decree|enact|command|prescribe,határoz|elrendel
39800,decreeing,diˈkrē,verb,decreeing,decree|ordain|order|decree|enact|command|prescribe,határoz|elrendel
39801,decreer,,,decreer,,
39802,decrementing,ˈdekrəmənt,,"a csökkentés",,
39803,decrepit,diˈkrepit,adjective,elaggott,weak|fragile|weakly|low|mild,gyenge
39804,decrepitly,,,decrepitly,,
39805,decrepitude,diˈkrepiˌt(y)o͞od,noun,elaggás,consenescence,
39806,decretal,diˈkrētl,noun,dekretália,,
39807,decretory,,,decretory,,
39808,decretum,,,rendelet,,
39809,decrial,,noun,becsmérlés,disparagement|vilification,
39810,decrier,,,decrier,,
39811,decriminalise,dēˈkriminlˌīz,,dekriminalizálni,,
39812,decriminalize,dēˈkriminlˌīz,,dekriminalizálni,,
39813,decrypted,,,dekódolt,,
39814,decrypting,diˈkript,,visszafejtése,,
39815,decryption,,,dekódolás,,
39816,decrypts,diˈkript,,Dekódolja,,
39817,decumbent,diˈkəmbənt,adjective,lekonyuló,,
39818,decurrent,"-ˈkə-rənt,diˈkərənt",,decurrent,,
39819,decursive,,,tanfolyam,,
39820,decurtate,,,levont,,
39821,decussate,"diˈkəsāt,ˈdekəˌsāt",,"levélállás keresztben átellenes",,
39822,decussated,"diˈkəsāt,ˈdekəˌsāt",,"levélállás keresztben átellenes",,
39823,decussation,,,decussation,,
39824,dedicating,,verb,szentel,pity|devote|dedicate|destine|mean|deplore|dedicate|sanctify|consecrate|baptize|christen|dedicate,szán|felszentel|dedikál
39825,dedicator,,,szán,,
39826,dedicatory,,noun,ajánló,,"ajánló sor"
39827,dedomicile,,,dedomicile,,
39828,dedomiciling,,,dedomiciling,,
39829,deduced,,,kikövetkeztetett,,
39830,deducing,,verb,levezeti,"conclude|infer|draw conclusions|deduce|deduce|deduct|deduce",következtet|levezet|leszármaztat
39831,deducted,,verb,levont,"deduct|subtract|detract|take away|extract|educe|pull out|deduct|deduct|deduce|deduct",levon|kivon|leszámít|levezet
39832,deductible,diˈdəktəbəl,,levonható,,
39833,deducting,,verb,levonása,"deduct|subtract|detract|take away|extract|educe|pull out|deduct|deduct|deduce|deduct",levon|kivon|leszámít|levezet
39834,"deductive reasoning",,,"deduktív érvelés",,
39835,deductively,,,deduktív,,
39836,"deed of trust",,,"bizalmi okirat",,
39837,deedbox,,,deedbox,,
39838,deeds,,noun,cselekedetek,deed|act|action|doing|feat|reality|truth|fact|verity|entity|sooth|deed,"tett|valóság|szerződési okirat"
39839,"deem likely",,,"valószínűnek tartják",,
39840,"deem worthy",,,"méltónak tartják",,
39841,deemed,,verb,tekinteni,look|glance|deem|think|believe|deem|presume|reckon|opine,tekint|vél
39842,deemer,,,deemer,,
39843,deeming,dēm,verb,ítélte,look|glance|deem|think|believe|deem|presume|reckon|opine,tekint|vél
39844,de-emphasise,,,"háttérbe szorít",,
39845,deemphasize,,verb,deemphasize,"overshadow|play down|de-emphasize","háttérbe szorít"
39846,deemster,,,deemster,,
39847,de-energize,dēˈenərˌjīz,,energiamentesen,,
39848,"deep and strange",,,"mély és furcsa",,
39849,"deep bass",,,"mély basszus",,
39850,"deep blue",,,mélykék,,
39851,"deep breath",,,"Mély lélegzetet",,
39852,"deep death song",,,"mély halál dal",,
39853,"deep down",,,mélyen,,
39854,"deep freeze",,verb,mélyhűtő,deep-freeze,"gyors fagyaszt"
39855,"deep fry",,,"jól átsütve",,
39856,"deep in debt",,,"mélyen az adósság",,
39857,"deep in thought",,,"gondolataiba mélyedve",,
39858,"deep laugh",,,"mély nevetés",,
39859,"deep marine",,,"mély tenger",,
39860,"deep pocket",,,"mély zseb",,
39861,"deep red",,,mélyvörös,,
39862,"deep sadness",,,"mély szomorúság",,
39863,"deep sea",,adjective,mélytengeri,abyssal|deep-sea,
39864,"deep six",,,"mélyen hat",,
39865,"deep sky blue",,,"mély ég kék",,
39866,"deep space",,,"mély űr",,
39867,"deep thought",,,"mély gondolat",,
39868,"deep throat",,,"mély torok",,
39869,"deep violet",,,"mély lila",,
39870,"deep water",,,"mély víz",,
39871,deep-down,,,mélyen,,
39872,deep-dyed,,,"mély festett",,
39873,deepened,ˈdēpən,verb,mélyült,deepen|ream|gouge|groove|recess|hollow|deepen,mélyül|kiváj
39874,deep-engraven,,,"mélyen vésett",,
39875,deepening,,verb,mélyülő,deepen|ream|gouge|groove|recess|hollow|deepen,mélyül|kiváj
39876,deepest,,adjective,legmélyebb,deep|profound|capacious|recondite|low-pitched|thorough|profound|deep|intensive|accurate|basic,mély|alapos
39877,"deepest part",,,"legmélyebb rész",,
39878,deep-fixed,,,"mélyen rögzített",,
39879,deepfreeze,,verb,mélyhűtő,deep-freeze,"gyors fagyaszt"
39880,deep-freeze,,verb,mélyhűtő,,"gyors fagyaszt"
39881,deep-freezer,,,mélyfagyasztó,,
39882,deep-freezing,,verb,mélyhűtés,deep-freeze,"gyors fagyaszt"
39883,deep-fried,,adjective,"jól átsütve",,"olajban sült"
39884,deep-laid,,adjective,"ügyesen kifundált",,
39885,deeply,ˈdēplē,adverb,mélységesen,,
39886,"deeply engaging",,,"mélyen elkötelezett",,
39887,"deeply ingrained",,,"mélyen behatolt",,
39888,"deeply repulsive",,,"mélyen visszataszító",,
39889,deeps,,,mélyben,,
39890,deepsea,,adjective,mélytengeri,abyssal|deep-sea,
39891,"deep-sea man",,,"mélytengeri ember",,
39892,deep-set,,adjective,"beesett szem",,
39893,deep-settled,,,"mélyen állandó",,
39894,deep-toned,,,"mély tónusú",,
39895,deep-water,,,"mély víz",,
39896,deer,di(ə)r,noun,szarvas,stag|roe,őz
39897,"deer hunter",,,Szarvasvadász,,
39898,deerlike,,,"mint a szarvas",,
39899,deerskin,ˈdi(ə)rˌskin,noun,szarvasbőr,suede|buckskin,
39900,deerstalker,ˈdi(ə)rˌstôkər,noun,vadászsapka,gamekeeper|ranger|deer-stalker,vadőr
39901,dees,,,dees,,
39902,deescalate,,,deescalate,,
39903,de-escalation,,,deeszkalációja,,
39904,deets,deets,,aktivista,,
39905,deev,,,támadás,,
39906,deevy,,,deevy,,
39907,defaced,,verb,megrongálták,distort|deface|contort|deform|disfeature|disfigure|deface|uglify|blemish,eltorzít|elcsúfít
39908,defalcate,,,törött,,
39909,defalcation,,noun,sikkasztás,embezzlement|peculation,
39910,defalcator,,,RÉSZLETES,,
39911,defamations,ˌdefəˈmāSHən,noun,defamations,defamation|libel|calumniation|obloquy|mud-slinging,rágalmazás
39912,defamed,,verb,rágalmazták,slander|defame|asperse|calumniate|denigrate|backbite,rágalmaz
